Title,Acronym,CORE2023,CORE2021,CORE2020,CORE2018,CORE2017,CORE2014,CORE2013,ERA2010,h5_index,h5_median
International Conference on Logic Programming,ICLP,A,A,A,A,A,A,A,A,,
International Conference on Logic Programming and Non-monotonic Reasoning,LPNMR,B,B,A,A,A,A,A,A,,
International Conference on Machine Learning,ICML,A*,A*,A*,A*,A*,A*,A*,A,268.0,424.0
International Conference on Machine Learning and Applications,ICMLA,C,C,C,C,C,C,C,C,43.0,76.0
International Conference on Machine Learning and Cybernetics,ICMLC,National: China,National: China,National: China,C,C,C,C,C,62.0,92.0
International Conference on Machine Vision,ICMV,C,C,C,C,C,C,C,C,291.0,484.0
International Conference on Managed Programming Languages and Runtimes (was ManLang and previously Principles and Practice of Programming in Java: PPPJ),MPLR,C,C,C,C,C,C,C,C,,
International Conference on Management of Data,COMAD,National: India,National: India,National: India,B,B,B,B,B,73.0,109.0
International Conference on Management of Digital EcoSystems,MEDES,C,Unranked,Unranked,Unranked,,,,,12.0,20.0
International Conference on Massively Parallel Computing Systems,MPCS,,,,B,B,B,B,B,,
International Conference on Mathematical Foundations of Programming Semantics,MFPS,B,B,,,,,,,,
International Conference on Medical Information  Visualisation,MediVis,,,,C,C,C,C,C,,
International Conference on Methods and Models in Automation and Robotics,MMAR,National:Poland,National:Poland,,,,,,,11.0,14.0
International Conference on Mobile Business,ICMB,,,,C,C,C,C,C,,
International Conference on Mobile Data Management,MDM,B,B,C,C,C,C,C,C,19.0,28.0
International Conference on Mobile Systems and Pervasive Computing,MobiSPC,Unranked,Unranked,Unranked,Unranked,,,,,15.0,21.0
"International Conference on Mobile Ubiquitous Computing, Systems, Services and Technologies",UBICOMM,C,C,C,C,C,C,C,C,,
International Conference on Mobile and Ubiquitous Systems: Networks and Services,Mobiquitous,C,B,A,A,A,A,A,A,15.0,21.0
"International Conference on Model Driven Engineering Languages and Systems (Previously UML, changed in 2005)",MODELS,A,A,A,A,B,B,B,B,26.0,44.0
International Conference on Model Transformation,ICMT,,,B,B,B,B,B,B,,
International Conference on Model and Data Engineering,MEDI,C,C,,,,,,,10.0,15.0
International Conference on Model-Driven Engineering and Software Development,MODELSWARD,C,C,,,,,,,13.0,17.0
International Conference on Modelling Decisions for Artificial Intelligence,MDAI,B,B,B,B,B,B,B,B,10.0,14.0
International Conference on Modelling and Simulation,ECMS,Multiconference,B,B,B,B,B,B,B,28.0,38.0
International Conference on Multimedia,ICMR,,,,,,B,,,101.0,138.0
International Conference on Multimedia Modelling,MMM,B,B,C,C,C,C,C,C,,
International Conference on Multimedia Retrieval (previously MIR),ICMR,B,B,B,B,B,B,B,B,34.0,54.0
International Conference on Multimodal Interaction (was International Conference on Multimodal Interfaces),ICMI,B,B,B,B,B,B,B,B,31.0,44.0
International Conference on Natural Computation,ICNC,National: China,National: China,National: China,C,C,C,C,C,13.0,19.0
International Conference on Network Protocols,ICNP,B,A,A,A,A,A,A,A,27.0,41.0
International Conference on Network Softwarization,NetSoft,B,B,,,,,,,,
International Conference on Network and Service Management (amalgamation of DSOM and related workshops from 2010),CNSM,B,B,B,B,B,B,B,B,22.0,30.0
International Conference on Networked Computing,INC,,,,C,C,C,C,C,52.0,85.0
International Conference on Neural Information Processing,ICONIP,B,B,A,A,A,A,A,A,337.0,614.0
"International Conference on Neural, Parallel and Scientific Computations",NPSC,,,,C,C,C,C,C,,
International Conference on New Trends of Information and Service Science,NISS,,,,C,C,C,C,C,,
International Conference on Next Generation Web Services Practices,NWESP,,,,C,C,C,C,C,,
International Conference on Object Oriented Information Systems,OOIS,,,,C,C,C,C,,,
International Conference on Operations Research,GOR,,,,C,C,C,C,C,58.0,79.0
International Conference on Operations Research and Enterprise Systems,ICORES,C,C,,,,,,,10.0,13.0
International Conference on Optimization: Techniques And Applications,ICOTA,C,C,C,C,C,C,C,C,,
International Conference on Pairing-based Cryptography,Pairing,C,C,C,C,C,C,C,C,,
International Conference on Parallel Architecture and Compilation Techniques,PACT,B,B,A,A,A,A,A,A,21.0,31.0
International Conference on Parallel Processing,ICPP,B,A,A,A,A,A,A,A,38.0,50.0
International Conference on Parallel Processing and Applied Mathematics,PPAM,National: Poland,National: Poland,National: Poland,C,C,C,C,C,10.0,13.0
"International Conference on Parallel and Distributed Computing, Applications and Technologies",PDCAT,C,C,B,B,B,B,B,B,,
International Conference on Parallel and Distributed Processing Techniques and Applications,PDPTA,National: USA,National: USA,National: USA,B,B,B,B,B,,
International Conference on Parallel and Distributed Systems,ICPADS,B,B,B,B,B,B,B,B,74.0,111.0
International Conference on Pattern Recognition,ICPR,B,B,B,B,B,B,B,B,118.0,164.0
International Conference on Pattern Recognition Applications and Methods,ICPRAM,C,C,,,,,,,21.0,30.0
International Conference on Persuasive Technology,Persuasive,,,,B,B,B,B,B,14.0,21.0
International Conference on Pervasive Computing (Joined with UbiComp from 2013),PERVASIVE,,,,,,A*,A*,A,21.0,25.0
International Conference on Pervasive Computing and Applications,ICPCA,,,,C,C,C,C,C,,
International Conference on Pervasive Services,ICPS,,,,C,C,C,C,C,15.0,21.0
International Conference on Practical Applications of Computational Biology & Bioinformatics,PACBB,National(Spain),National(Spain),,,,,,,,
International Conference on Practice and Theory in Public Key Cryptography,PKC,B,B,B,B,B,B,B,B,35.0,49.0
International Conference on Principles and Practice of Constraint Programming,CP,A,A,A,A,A,A,A,A,20.0,29.0
International Conference on Principles and Practice of Declarative Programming,PPDP,C,C,B,B,B,B,B,B,,
International Conference on Principles of Distributed Systems,OPODIS,B,B,B,B,B,B,B,B,18.0,24.0
International Conference on Principles of Practice in Multi-Agent Systems (prior to 2009 was Pacific Rim International Workshop on Multi-Agents),PRIMA,B,B,B,B,B,B,B,B,9.0,12.0
International Conference on Principles of Security and Trust,POST,,Unranked,Unranked,Unranked,,,,,,
"International Conference on Probabilistic, Combinatorial, and Asymptotic Methods in the Analysis of Algorithms (was Conference on Analysis of Algorithms)",AofA,C,B,B,B,B,B,B,B,,
"International Conference on Probability, Statistics and Operational Research",PSOR,,,,C,C,C,C,C,,
International Conference on Process Mining,ICPM,B,,,,,,,,14.0,23.0
International Conference on Provable Security,ProvSec,C,B,B,B,B,B,B,B,11.0,17.0
International Conference on Qualitative Research in IT & IT in Qualitative Research,QualIT,,,,B,B,B,B,B,,
International Conference on Quality of Multimedia Experience,QoMEX,B,,,,,,,,24.0,52.0
International Conference on Real-Time and Network Systems,RTNS,National: France,National: France,,,,,,,,
International Conference on Recent Advances in Information Technology and Applications,RAITA,,,,C,C,C,C,C,,
International Conference on Recent Advances in Natural Language Processing,RANLP,National: bulgaria,National: bulgaria,National: bulgaria,C,C,C,C,C,25.0,35.0
International Conference on Relational and AlgebraicMethods in Computer Science (was International Conference on Relational Methods in Computer Science RelMiCS),RAMiCS,C,C,C,C,C,C,C,C,,
"International Conference on Relations, Orders and Graphs: Interaction with Computer Science",ROGICS,,,,C,C,C,C,C,,
International Conference on Reliable Software Technologies,Ada-Europe,Journal Published,B,B,B,B,A,A,A,,
International Conference on Research Challenges in Information Science,RCIS,B,B,B,B,B,B,B,B,18.0,27.0
International Conference on Reversible Computation,RC,C,,,,,,,,,
International Conference on Rewriting Techniques and Applications (now merged with FSCD Formal Structures for Computation and Deduction),RTA,,,,A,A,A,A,,,
International Conference on Risks and Security of Internet and Systems,CRiSIS,C,C,C,C,C,C,C,C,,
"International Conference on Robotics, Vision, Signal Processing and Power Applications (was ROVPIA)",RoVISP,National: Malaysia,National: Malaysia,National: Malaysia,C,C,C,C,C,,
International Conference on Runtime Verification (was workshop pre 2010),RV,B,B,C,C,C,C,C,C,17.0,24.0
International Conference on Scientific and Statistical Data Base Management,SSDBM,B,B,A,A,A,A,A,A,12.0,16.0
International Conference on Security and Privacy for Communication Networks,SecureComm,C,C,B,B,B,A,A,A,,
International Conference on Security in Pervasive Computing,ICSPC,,,,A,A,A,A,A,,
International Conference on Security of Information and Networks,SIN,C,C,C,C,C,C,C,C,23.0,35.0
International Conference on Semantic and Digital Media Technologies,SAMT,,,,C,C,C,C,C,,
International Conference on Semantics Knowledge and Grid,SKG,,National: China,National: China,C,C,C,C,C,,
International Conference on Sequences and their Applications,SETA,C,B,B,B,B,B,B,B,,
International Conference on Service Oriented Computing,ICSOC,A,A,A,A,A,A,A,A,20.0,31.0
International Conference on Similarity Search and Applications,SISAP,B,B,,,,,,,11.0,13.0
"International Conference on Simulation and Modeling Methodologies, Technologies and Applications",SIMULTECH,,C,,,,,,,11.0,15.0
International Conference on Smart homes and health Telematics,ICOST,C,C,C,C,,,,,,
International Conference on Software Architecture (was previously WICSA),ICSA,A,A,NEW,NEW,A,A,A,A,28.0,43.0
International Conference on Software Composition,SC,,,,B,B,B,B,B,,
International Conference on Software Development,SWDC,,,,B,B,B,B,B,13.0,17.0
International Conference on Software Engineering,ICSE,A*,A*,A*,A*,A*,A*,A*,A,84.0,118.0
