id,title,acronym,paper_count,paper_text,status
ACCT,International Workshop on Algebraic and Combinatorial Coding Theory,ACCT,0,,skipped-no-papers
ACCV,18th Asian Conference on Computer Vision,ACCV,0,,skipped-no-papers
ACE,Australasian Computing Education Conference,ACE,1,"Portada: Portada del número 55 de la Revista ACE.
 Cover issue 55 of ACE Journal.
 Portada del número 55 de la Revista ACE.",success
ACHI,International Conference on Advances in Computer-Human Interactions,ACHI,0,,skipped-no-papers
ACII,International Conference on Affective Computing and Intelligent,ACII,6,"The chameleon project: An art installation exploring emotional contagion: This demonstration allows the audience to interact with prototype 07 of the Chameleon interactive artwork installation. It is part of a project exploring emotional contagion, and communication, built by a cross disciplinary group of artists, scientists and engineers and a curator, that also includes the ACII 2009 poster presentation and paper by Iacobini, Gonsalves, Berthouze, Frith, et al [5]

Affective Computing for Mental Wellbeing: Challenges, Opportunities, and Promising Synergies: This paper provides an overview of the Workshop on Affective Computing for Mental Wellbeing (mWELL) hosted at the 11th International Conference on Affective Computing and Intelligent Interaction (ACII) in 2023. The workshop aims to bring together researchers, practitioners, and experts from multiple disciplines, to explore how affective computing can contribute to addressing mental health challenges and promoting mental wellbeing, identify key challenges and solutions, and find the most appropriate ways to move the field forward. The paper highlights the workshop’s motivation, objectives, and the contributions made by the participants.

Demonstration: Interactive social-emotional toolkit (iSET): Social communication in autism is significantly hindered by difficulties processing affective cues in realtime face-to-face interaction. The interactive Social-Emotional Toolkit (iSET) allows its users to record and annotate video with emotion labels in real time, then review and edit the labels later to bolster understanding of affective information present in interpersonal interactions. The iSET demo will let the ACII audience experience the augmentation of interpersonal interactions by using the iSET system.

Ethical Risks, Concerns, and Practices of Affective Computing: A Thematic Analysis: The recent advances in artificial intelligence (AI) have drawn the attention of the public, policymakers, practitioners, and scientists to the ethical implications of AI. Affective computing is among the sensitive topics, as it deals with human emotions and affect. Research and applications in this field are perceived to raise substantial risks. In this study, we conducted a thematic analysis of the ethical impact statements of 70 papers that are accepted to be presented at the ACII conference. Our aim was to explore how the affective computing research community perceives risks and concerns related to ethics in this field, and how they attempt to address and mitigate these risks. We report our findings of this thematic analysis along with an evaluation of the potential impact of the regulations such as The EU AI Act on the field of affective computing.

Emotion Twenty Questions Dialog System for Lexical Emotional Intelligence: This paper presents a web-based demonstration of Emotion Twenty Questions (EMO20Q), a dialog game whose purpose is to study how people describe emotions. EMO20Q can also be used to develop artificially intelligent dialog agents that can play the game. In previous work, an EMO20Q agent used a sequential Bayesian machine learning model and could play the question-asking role. Newer transformer-based neural machine learning models have made it possible to develop an agent for the question-answering role. This demo paper describes the recent developments in the question-answering role of the EMO20Q game, which requires the agent to respond to more open-ended inputs. Furthermore, we also describe the design of the system, including the web-based front-end, agent architecture and programming, and updates to earlier software used. The demo system will be available to collect pilot data during the ACII conference and this data will be used to inform future experiments and system design. An example of the demo system can be seen in Fig. 1 and the live system can be accessed at emo20q.org.

The ACII 2022 Affective Vocal Bursts Workshop & Competition: The ACII Affective Vocal Bursts Workshop & Com-petition is focused on understanding multiple affective dimensions of vocal bursts: laughs, gasps, cries, screams, and many other non-linguistic vocalizations central to the expression of emotion and to human communication more generally. This year's com-petition comprises four tracks using a large-scale and in-the-wild dataset of 59,299 vocalizations from 1,702 speakers. The first, the A- VB-HIGH task, requires competition participants to perform a multi-label regression on a novel model for emotion, utilizing ten classes of richly annotated emotional expression intensities, including; Awe, Fear, and Surprise. The second, the A-VB-Two task, utilizes the more conventional 2-dimensional model for emotion, arousal, and valence. The third, the A- VB-CULTURE task, requires participants to explore the cultural aspects of the dataset, training native-country dependent models. Finally, for the fourth task, A - VB - TYPE, participants should recognize the type of vocal burst (e.g., laughter, cry, grunt) as an 8-class classification. This paper describes the four tracks and baseline systems, which use state-of-the-art machine learning methods. The baseline performance for each track is obtained by utilizing an end-to-end deep learning model and is as follows: for A- VB-HIGH, a mean (over the 10-dimensions) Concordance Correlation Coefficient (CCC) of 0.5687 CCC is obtained; for A- VB- Two, a mean (over the 2-dimensions) CCC of 0.5084 is obtained; for A-VB − CULTURE, a mean CCC from the four cultures of 0.4401 is obtained; and for A-VB-TYPE, the baseline Unweighted Average Recall (UAR) from the 8-classes is 0.4172 UAR.",success
ACIIDS,18th Asian Conference on Intelligent Information and Database Systems,ACIIDS,0,,skipped-no-papers
ACIS,Australasian Conference on Information Systems,ACIS,0,,skipped-no-papers
ACISP,Australasian Conference on Information Security and Privacy,ACISP,1,"Cryptanalysis of the m-Permutation Protection Schemes: Anderson and Kuhn have proposed the EEPROM modification attack to recover the secret key stored in the EEPROM. At ACISP’98, Fung and Gray proposed an m-permutation protection scheme against the EEPROM modification attack. At ACISP’99, Fung and Gray pointed out that in their original scheme, a secret key with too small or too large Hamming weight could be recovered easily. Then they proposed a revised m- permutation protection scheme and claimed that their revised scheme does not leak any information of the secret key. In this paper, we break completely both the original and the revised m-permutation protection schemes. The original scheme is broken with about 2log2 n devices from the same batch and about (3log2 n +2 ) ×m ×n probes (n is the length of the secret key and m is the amount of permutations). The revised m-permutation protection scheme is more vulnerable than the original one. It could be broken with only one device and about m ×n 3/3 probes.",success
ACIVS,23rd Advanced Concepts for Intelligent Vision Systems,ACIVS,0,,skipped-no-papers
ACL,64th Annual Meeting of the Association for Computational Linguistics,ACL,3,"NCUEE at MEDIQA 2019: Medical Text Inference Using Ensemble BERT-BiLSTM-Attention Model: This study describes the model design of the NCUEE system for the MEDIQA challenge at the ACL-BioNLP 2019 workshop. We use the BERT (Bidirectional Encoder Representations from Transformers) as the word embedding method to integrate the BiLSTM (Bidirectional Long Short-Term Memory) network with an attention mechanism for medical text inferences. A total of 42 teams participated in natural language inference task at MEDIQA 2019. Our best accuracy score of 0.84 ranked the top-third among all submissions in the leaderboard.

A Smorgasbord of Features for Automatic MT Evaluation: This document describes the approach by the NLP Group at the Technical University of Catalonia (UPC-LSI), for the shared task on Automatic Evaluation of Machine Translation at the ACL 2008 Third SMT Workshop.

The TALP-UPC Ngram-Based Statistical Machine Translation System for ACL-WMT 2008: This paper reports on the participation of the TALP Research Center of the UPC (Universitat Politecnica de Catalunya) to the ACL WMT 2008 evaluation campaign. 
 
This year's system is the evolution of the one we employed for the 2007 campaign. Main updates and extensions involve linguistically motivated word reordering based on the reordering patterns technique. In addition, this system introduces a target language model, based on linguistic classes (Part-of-Speech), morphology reduction for an inflectional language (Spanish) and an improved optimization procedure. 
 
Results obtained over the development and test sets on Spanish to English (and the other way round) translations for both the traditional Europarl and a challenging News stories tasks are analyzed and commented.",success
ACM CCS,ACM Conference on Computer and Communications Security,ACM CCS,0,,skipped-no-papers
ACM ISS,ACM International Conference on Interactive Surfaces and Spaces,ACM ISS,0,,skipped-no-papers
